Fecha, ID, Tipo cambio, Campo, Valor anterior, Valor actual, Usuario
2022-05-10,27801ANGIO,Registro borrado,,,,
2022-05-10,27867ANGIO,Registro borrado,,,,
2022-05-10,13818ANGIO,Registro borrado,,,,
2022-05-10,47851ANGIO,Registro borrado,,,,
2022-05-10,27899ANGIO,Registro borrado,,,,
2022-05-10,8093ANGIO,Registro borrado,,,,
2022-05-10,14276ANGIO,Registro borrado,,,,
2022-05-10,54731ANGIO,Registro borrado,,,,
2022-05-10,32485ANGIO,Registro borrado,,,,
2022-05-10,33807ANGIO,Registro borrado,,,,
2022-05-10,27851ANGIO,Registro borrado,,,,
2022-05-10,30860ANGIO,Registro borrado,,,,
2022-05-10,13135ANGIO,Registro borrado,,,,
2022-05-10,34688ANGIO,Registro borrado,,,,
2022-05-10,34621ANGIO,Registro borrado,,,,
2022-05-10,13178ANGIO,Registro borrado,,,,
2022-05-10,20734ANGIO,Registro borrado,,,,
2022-05-10,28065ANGIO,Registro borrado,,,,
2022-05-10,50656ANGIO,Registro borrado,,,,
2022-05-10,56497ANGIO,Registro borrado,,,,
2022-05-10,8084ANGIO,Registro borrado,,,,
2022-05-10,52582ANGIO,Registro borrado,,,,
2022-05-10,27913ANGIO,Registro borrado,,,,
2022-05-10,56459ANGIO,Registro borrado,,,,
2022-05-10,13037ANGIO,Registro borrado,,,,
2022-05-10,8076ANGIO,Registro borrado,,,,
2022-05-10,27807ANGIO,Registro borrado,,,,
2022-05-10,52379ANGIO,Registro borrado,,,,
2022-05-10,30851ANGIO,Registro borrado,,,,
2022-05-10,30482ANGIO,Registro borrado,,,,
2022-05-10,35946ANGIO,Registro borrado,,,,
2022-05-10,57250ANGIO,Registro borrado,,,,
2022-05-10,33826ANGIO,Registro borrado,,,,
2022-05-10,30965ANGIO,Registro borrado,,,,
2022-05-10,27808ANGIO,Registro borrado,,,,
2022-05-10,46865ANGIO,Registro borrado,,,,
2022-05-10,13941ANGIO,Registro borrado,,,,
2022-05-10,13694ANGIO,Registro borrado,,,,
2022-05-10,74757ANGIO,Registro borrado,,,,
2022-05-10,13514ANGIO,Registro borrado,,,,
2022-05-10,38335ANGIO,Registro borrado,,,,
2022-05-10,55041ANGIO,Registro borrado,,,,
2022-05-10,33815ANGIO,Registro borrado,,,,
2022-05-10,49622ANGIO,Registro borrado,,,,
2022-05-10,56495ANGIO,Registro borrado,,,,
2022-05-10,45697ANGIO,Registro borrado,,,,
2022-05-10,27798ANGIO,Registro borrado,,,,
2022-05-10,30996ANGIO,Registro borrado,,,,
2022-05-10,12778ANGIO,Registro borrado,,,,
2022-05-10,14041ANGIO,Registro borrado,,,,
2022-05-10,27852ANGIO,Registro borrado,,,,
2022-05-10,28639ANGIO,Registro borrado,,,,
2022-05-10,55470ANGIO,Registro borrado,,,,
2022-05-10,46997ANGIO,Registro borrado,,,,
2022-05-10,27834ANGIO,Registro borrado,,,,
2022-05-10,9148ANGIO,Registro borrado,,,,
2022-05-10,54977ANGIO,Registro borrado,,,,
2022-05-10,27882ANGIO,Registro borrado,,,,
2022-05-10,45375ANGIO,Registro borrado,,,,
2022-05-10,34556ANGIO,Registro borrado,,,,
2022-05-10,13789ANGIO,Registro borrado,,,,
2022-05-10,27879ANGIO,Registro borrado,,,,
2022-05-10,52509ANGIO,Registro borrado,,,,
2022-05-10,34628ANGIO,Registro borrado,,,,
2022-05-10,34560ANGIO,Registro borrado,,,,
2022-05-10,74380ANGIO,Registro borrado,,,,
2022-05-10,35172ANGIO,Registro borrado,,,,
2022-05-10,34612ANGIO,Registro borrado,,,,
2022-05-10,13934ANGIO,Registro borrado,,,,
2022-05-10,31710ANGIO,Registro borrado,,,,
2022-05-10,14088ANGIO,Registro borrado,,,,
2022-05-10,54764ANGIO,Registro borrado,,,,
2022-05-10,55462ANGIO,Registro borrado,,,,
2022-05-10,20696ANGIO,Registro borrado,,,,
2022-05-10,55524ANGIO,Registro borrado,,,,
2022-05-10,19374GIMNO,Registro borrado,,,,
2022-05-10,56520ANGIO,Registro borrado,,,,
2022-05-10,74770ANGIO,Registro borrado,,,,
2022-05-10,42786ANGIO,Registro borrado,,,,
2022-05-10,14024ANGIO,Registro borrado,,,,
2022-05-10,27910ANGIO,Registro borrado,,,,
2022-05-10,14183ANGIO,Registro borrado,,,,
2022-05-10,8596ANGIO,Registro borrado,,,,
2022-05-10,13958ANGIO,Registro borrado,,,,
2022-05-10,55303ANGIO,Registro borrado,,,,
2022-05-10,35908ANGIO,Registro borrado,,,,
2022-05-10,55795ANGIO,Registro borrado,,,,
2022-05-10,28633ANGIO,Registro borrado,,,,
2022-05-10,55034ANGIO,Registro borrado,,,,
2022-05-10,29294ANGIO,Registro borrado,,,,
2022-05-10,34593ANGIO,Registro borrado,,,,
2022-05-10,18280ANGIO,Registro borrado,,,,
2022-05-10,28602ANGIO,Registro borrado,,,,
2022-05-10,55286ANGIO,Registro borrado,,,,
2022-05-10,34616ANGIO,Registro borrado,,,,
2022-05-10,55305ANGIO,Registro borrado,,,,
2022-05-10,59545ANGIO,Registro borrado,,,,
2022-05-10,45946ANGIO,Registro borrado,,,,
2022-05-10,9322ANGIO,Registro borrado,,,,
2022-05-10,34549ANGIO,Registro borrado,,,,
2022-05-10,54945ANGIO,Registro borrado,,,,
2022-05-10,31008ANGIO,Registro borrado,,,,
2022-05-10,55568ANGIO,Registro borrado,,,,
2022-05-10,55895ANGIO,Registro borrado,,,,
2022-05-10,54883ANGIO,Registro borrado,,,,
2022-05-10,31014ANGIO,Registro borrado,,,,
2022-05-10,56437ANGIO,Registro borrado,,,,
2022-05-10,20745ANGIO,Registro borrado,,,,
2022-05-10,27906ANGIO,Registro borrado,,,,
2022-05-10,55381ANGIO,Registro borrado,,,,
2022-05-10,32397ANGIO,Registro borrado,,,,
2022-05-10,13119ANGIO,Registro borrado,,,,
2022-05-10,57715ANGIO,Registro borrado,,,,
2022-05-10,74460ANGIO,Registro borrado,,,,
2022-05-10,12786ANGIO,Registro borrado,,,,
2022-05-10,54973ANGIO,Registro borrado,,,,
2022-05-10,13049ANGIO,Registro borrado,,,,
2022-05-10,37099ANGIO,Registro borrado,,,,
2022-05-10,33798ANGIO,Registro borrado,,,,
2022-05-10,49061ANGIO,Registro borrado,,,,
2022-05-10,35826GIMNO,Registro borrado,,,,
2022-05-10,35927ANGIO,Registro borrado,,,,
2022-05-10,51623ANGIO,Registro borrado,,,,
2022-05-10,48961ANGIO,Registro borrado,,,,
2022-05-10,14348ANGIO,Registro borrado,,,,
2022-05-10,8078ANGIO,Registro borrado,,,,
2022-05-10,36337ANGIO,Registro borrado,,,,
2022-05-10,56530ANGIO,Registro borrado,,,,
2022-05-10,46409ANGIO,Registro borrado,,,,
2022-05-10,74382ANGIO,Registro borrado,,,,
2022-05-10,13218ANGIO,Registro borrado,,,,
2022-05-10,32394ANGIO,Registro borrado,,,,
2022-05-10,74443ANGIO,Registro borrado,,,,
2022-05-10,51754ANGIO,Registro borrado,,,,
2022-05-10,55302ANGIO,Registro borrado,,,,
2022-05-10,27855ANGIO,Registro borrado,,,,
2022-05-10,19376GIMNO,Registro borrado,,,,
2022-05-10,57552ANGIO,Registro borrado,,,,
2022-05-10,34595ANGIO,Registro borrado,,,,
2022-05-10,13209ANGIO,Registro borrado,,,,
2022-05-10,33814ANGIO,Registro borrado,,,,
2022-05-10,51619ANGIO,Registro borrado,,,,
2022-05-10,55705ANGIO,Registro borrado,,,,
2022-05-10,55834ANGIO,Registro borrado,,,,
2022-05-10,57249ANGIO,Registro borrado,,,,
2022-05-10,30390ANGIO,Registro borrado,,,,
2022-05-10,10647ANGIO,Registro borrado,,,,
2022-05-10,28628ANGIO,Registro borrado,,,,
2022-05-10,55796ANGIO,Registro borrado,,,,
2022-05-10,9214ANGIO,Registro borrado,,,,
2022-05-10,36390ANGIO,Registro borrado,,,,
2022-05-10,34771ANGIO,Registro borrado,,,,
2022-05-10,47587ANGIO,Registro borrado,,,,
2022-05-10,20749ANGIO,Registro borrado,,,,
2022-05-10,33769ANGIO,Registro borrado,,,,
2022-05-10,13796ANGIO,Registro borrado,,,,
2022-05-10,9165ANGIO,Registro borrado,,,,
2022-05-10,29290ANGIO,Registro borrado,,,,
2022-05-10,54753ANGIO,Registro borrado,,,,
2022-05-10,56428ANGIO,Registro borrado,,,,
2022-05-10,51468ANGIO,Registro borrado,,,,
2022-05-10,57849ANGIO,Registro borrado,,,,
2022-05-10,34636ANGIO,Registro borrado,,,,
2022-05-10,13540ANGIO,Registro borrado,,,,
2022-05-10,14269ANGIO,Registro borrado,,,,
2022-05-10,55450ANGIO,Registro borrado,,,,
2022-05-10,50572ANGIO,Registro borrado,,,,
2022-05-10,14138ANGIO,Registro borrado,,,,
2022-05-10,29287ANGIO,Registro borrado,,,,
2022-05-10,57298ANGIO,Registro borrado,,,,
2022-05-10,52665ANGIO,Registro borrado,,,,
2022-05-10,55498ANGIO,Registro borrado,,,,
2022-05-10,57247ANGIO,Registro borrado,,,,
2022-05-10,9160ANGIO,Registro borrado,,,,
2022-05-10,52749ANGIO,Registro borrado,,,,
2022-05-10,55598ANGIO,Registro borrado,,,,
2022-05-10,63369ANGIO,Registro borrado,,,,
2022-05-10,13863ANGIO,Registro borrado,,,,
2022-05-10,51499ANGIO,Registro borrado,,,,
2022-05-10,39356ANGIO,Registro borrado,,,,
2022-05-10,19335GIMNO,Registro borrado,,,,
2022-05-10,27826ANGIO,Registro borrado,,,,
2022-05-10,32450ANGIO,Registro borrado,,,,
2022-05-10,27909ANGIO,Registro borrado,,,,
2022-05-10,55382ANGIO,Registro borrado,,,,
2022-05-10,48616ANGIO,Registro borrado,,,,
2022-05-10,55104ANGIO,Registro borrado,,,,
2022-05-10,36333ANGIO,Registro borrado,,,,
2022-05-10,36361ANGIO,Registro borrado,,,,
2022-05-10,13636ANGIO,Registro borrado,,,,
2022-05-10,55609ANGIO,Registro borrado,,,,
2022-05-10,31013ANGIO,Registro borrado,,,,
2022-05-10,58238ANGIO,Registro borrado,,,,
2022-05-10,74595ANGIO,Registro borrado,,,,
2022-05-10,33190ANGIO,Registro borrado,,,,
2022-05-10,55115ANGIO,Registro borrado,,,,
2022-05-10,14146ANGIO,Registro borrado,,,,
2022-05-10,41165ANGIO,Registro borrado,,,,
2022-05-10,56519ANGIO,Registro borrado,,,,
2022-05-10,56453ANGIO,Registro borrado,,,,
2022-05-10,57714ANGIO,Registro borrado,,,,
2022-05-10,14223ANGIO,Registro borrado,,,,
2022-05-10,57717ANGIO,Registro borrado,,,,
2022-05-10,14279ANGIO,Registro borrado,,,,
2022-05-10,13534ANGIO,Registro borrado,,,,
2022-05-10,31011ANGIO,Registro borrado,,,,
2022-05-10,13630ANGIO,Registro borrado,,,,
2022-05-10,29811ANGIO,Registro borrado,,,,
2022-05-10,13849ANGIO,Registro borrado,,,,
2022-05-10,13136ANGIO,Registro borrado,,,,
2022-05-10,57290ANGIO,Registro borrado,,,,
2022-05-10,74383ANGIO,Registro borrado,,,,
2022-05-10,18097ANGIO,Registro borrado,,,,
2022-05-10,8612ANGIO,Registro borrado,,,,
2022-05-10,57318ANGIO,Registro borrado,,,,
2022-05-10,36257ANGIO,Registro borrado,,,,
2022-05-10,57154ANGIO,Registro borrado,,,,
2022-05-10,56473ANGIO,Registro borrado,,,,
2022-05-10,13816ANGIO,Registro borrado,,,,
2022-05-10,54942ANGIO,Registro borrado,,,,
2022-05-10,55633ANGIO,Registro borrado,,,,
2022-05-10,74375ANGIO,Registro borrado,,,,
2022-05-10,28781ANGIO,Registro borrado,,,,
2022-05-10,52493ANGIO,Registro borrado,,,,
2022-05-10,13686ANGIO,Registro borrado,,,,
2022-05-10,12736ANGIO,Registro borrado,,,,
2022-05-10,27862ANGIO,Registro borrado,,,,
2022-05-10,14014ANGIO,Registro borrado,,,,
2022-05-10,30957ANGIO,Registro borrado,,,,
2022-05-10,27336ANGIO,Registro borrado,,,,
2022-05-10,27770ANGIO,Registro borrado,,,,
2022-05-10,56633ANGIO,Registro borrado,,,,
2022-05-10,19337GIMNO,Registro borrado,,,,
2022-05-10,28075ANGIO,Registro borrado,,,,
2022-05-10,36332ANGIO,Registro borrado,,,,
2022-05-10,36429ANGIO,Registro borrado,,,,
2022-05-10,55546ANGIO,Registro borrado,,,,
2022-05-10,56433ANGIO,Registro borrado,,,,
2022-05-10,28645ANGIO,Registro borrado,,,,
2022-05-10,47831ANGIO,Registro borrado,,,,
2022-05-10,46281ANGIO,Registro borrado,,,,
2022-05-10,14010ANGIO,Registro borrado,,,,
2022-05-10,34719ANGIO,Registro borrado,,,,
2022-05-10,58021ANGIO,Registro borrado,,,,
2022-05-10,13539ANGIO,Registro borrado,,,,
2022-05-10,34543ANGIO,Registro borrado,,,,
2022-05-10,13169ANGIO,Registro borrado,,,,
2022-05-10,74323ANGIO,Registro borrado,,,,
2022-05-10,52032ANGIO,Registro borrado,,,,
2022-05-10,18135ANGIO,Registro borrado,,,,
2022-05-10,57310ANGIO,Registro borrado,,,,
2022-05-10,34720ANGIO,Registro borrado,,,,
2022-05-10,52326ANGIO,Registro borrado,,,,
2022-05-10,9100ANGIO,Registro borrado,,,,
2022-05-10,8088ANGIO,Registro borrado,,,,
2022-05-10,45076ANGIO,Registro borrado,,,,
2022-05-10,8091ANGIO,Registro borrado,,,,
2022-05-10,13151ANGIO,Registro borrado,,,,
2022-05-10,27853ANGIO,Registro borrado,,,,
2022-05-10,34633ANGIO,Registro borrado,,,,
2022-05-10,56482ANGIO,Registro borrado,,,,
2022-05-10,27890ANGIO,Registro borrado,,,,
2022-05-10,58100ANGIO,Registro borrado,,,,
2022-05-10,27916ANGIO,Registro borrado,,,,
2022-05-10,57312ANGIO,Registro borrado,,,,
2022-05-10,12659ANGIO,Registro borrado,,,,
2022-05-10,13592ANGIO,Registro borrado,,,,
2022-05-10,51016ANGIO,Registro borrado,,,,
2022-05-10,49105ANGIO,Registro borrado,,,,
2022-05-10,34985ANGIO,Registro borrado,,,,
2022-05-10,55686ANGIO,Registro borrado,,,,
2022-05-10,55495ANGIO,Registro borrado,,,,
2022-05-10,13947ANGIO,Registro borrado,,,,
2022-05-10,34604ANGIO,Registro borrado,,,,
2022-05-10,33818ANGIO,Registro borrado,,,,
2022-05-10,55793ANGIO,Registro borrado,,,,
2022-05-10,27881ANGIO,Registro borrado,,,,
2022-05-10,56481ANGIO,Registro borrado,,,,
2022-05-10,27865ANGIO,Registro borrado,,,,
2022-05-10,56629ANGIO,Registro borrado,,,,
2022-05-10,55310ANGIO,Registro borrado,,,,
2022-05-10,18089ANGIO,Registro borrado,,,,
2022-05-10,29278ANGIO,Registro borrado,,,,
2022-05-10,27831ANGIO,Registro borrado,,,,
2022-05-10,33834ANGIO,Registro borrado,,,,
2022-05-10,31021ANGIO,Registro borrado,,,,
2022-05-10,33744ANGIO,Registro borrado,,,,
2022-05-10,20755ANGIO,Registro borrado,,,,
2022-05-10,10305ANGIO,Registro borrado,,,,
2022-05-10,29291ANGIO,Registro borrado,,,,
2022-05-10,27878ANGIO,Registro borrado,,,,
2022-05-10,13944ANGIO,Registro borrado,,,,
2022-05-10,30541ANGIO,Registro borrado,,,,
2022-05-10,27630ANGIO,Registro borrado,,,,
2022-05-10,35356ANGIO,Registro borrado,,,,
2022-05-10,51962ANGIO,Registro borrado,,,,
2022-05-10,13965ANGIO,Registro borrado,,,,
2022-05-10,46668ANGIO,Registro borrado,,,,
2022-05-10,56443ANGIO,Registro borrado,,,,
2022-05-10,29296ANGIO,Registro borrado,,,,
2022-05-10,28060ANGIO,Registro borrado,,,,
2022-05-10,57203ANGIO,Registro borrado,,,,
2022-05-10,14122ANGIO,Registro borrado,,,,
2022-05-10,54999ANGIO,Registro borrado,,,,
2022-05-10,54876ANGIO,Registro borrado,,,,
2022-05-10,27810ANGIO,Registro borrado,,,,
2022-05-10,45129ANGIO,Registro borrado,,,,
2022-05-10,27765ANGIO,Registro borrado,,,,
2022-05-10,34534ANGIO,Registro borrado,,,,
2022-05-10,57153ANGIO,Registro borrado,,,,
2022-05-10,34579ANGIO,Registro borrado,,,,
2022-05-10,48292ANGIO,Registro borrado,,,,
2022-05-10,18092ANGIO,Registro borrado,,,,
2022-05-10,57875ANGIO,Registro borrado,,,,
2022-05-10,14164ANGIO,Registro borrado,,,,
2022-05-10,13180ANGIO,Registro borrado,,,,
2022-05-10,30546ANGIO,Registro borrado,,,,
2022-05-10,28629ANGIO,Registro borrado,,,,
2022-05-10,43783ANGIO,Registro borrado,,,,
2022-05-10,51492ANGIO,Registro borrado,,,,
2022-05-10,30989ANGIO,Registro borrado,,,,
2022-05-10,9106ANGIO,Registro borrado,,,,
2022-05-10,36360ANGIO,Registro borrado,,,,
2022-05-10,18214ANGIO,Registro borrado,,,,
2022-05-10,30545ANGIO,Registro borrado,,,,
2022-05-10,57869ANGIO,Registro borrado,,,,
2022-05-10,14156ANGIO,Registro borrado,,,,
2022-05-10,33827ANGIO,Registro borrado,,,,
2022-05-10,56631ANGIO,Registro borrado,,,,
2022-05-10,57297ANGIO,Registro borrado,,,,
2022-05-10,55165ANGIO,Registro borrado,,,,
2022-05-10,8074ANGIO,Registro borrado,,,,
2022-05-10,14189ANGIO,Registro borrado,,,,
2022-05-10,55631ANGIO,Registro borrado,,,,
2022-05-10,36427ANGIO,Registro borrado,,,,
2022-05-10,57151ANGIO,Registro borrado,,,,
2022-05-10,26924ANGIO,Registro borrado,,,,
2022-05-10,54878ANGIO,Registro borrado,,,,
2022-05-10,56846ANGIO,Registro borrado,,,,
2022-05-10,9127ANGIO,Registro borrado,,,,
2022-05-10,74790ANGIO,Registro borrado,,,,
2022-05-10,33835ANGIO,Registro borrado,,,,
2022-05-10,8001ANGIO,Registro borrado,,,,
2022-05-10,74441ANGIO,Registro borrado,,,,
2022-05-10,35515ANGIO,Registro borrado,,,,
2022-05-10,55444ANGIO,Registro borrado,,,,
2022-05-10,57889ANGIO,Registro borrado,,,,
2022-05-10,55273ANGIO,Registro borrado,,,,
2022-05-10,35487ANGIO,Registro borrado,,,,
2022-05-10,27773ANGIO,Registro borrado,,,,
2022-05-10,57152ANGIO,Registro borrado,,,,
2022-05-10,27842ANGIO,Registro borrado,,,,
2022-05-10,13226ANGIO,Registro borrado,,,,
2022-05-10,34539ANGIO,Registro borrado,,,,
2022-05-10,49744ANGIO,Registro borrado,,,,
2022-05-10,74777ANGIO,Registro borrado,,,,
2022-05-10,56512ANGIO,Registro borrado,,,,
2022-05-10,35909ANGIO,Registro borrado,,,,
2022-05-10,19354GIMNO,Registro borrado,,,,
2022-05-10,52181ANGIO,Registro borrado,,,,
2022-05-10,46185ANGIO,Registro borrado,,,,
2022-05-10,13809ANGIO,Registro borrado,,,,
2022-05-10,56452ANGIO,Registro borrado,,,,
2022-05-10,13802ANGIO,Registro borrado,,,,
2022-05-10,27891ANGIO,Registro borrado,,,,
2022-05-10,28635ANGIO,Registro borrado,,,,
2022-05-10,33777ANGIO,Registro borrado,,,,
2022-05-10,36363ANGIO,Registro borrado,,,,
2022-05-10,28604ANGIO,Registro borrado,,,,
2022-05-10,74758ANGIO,Registro borrado,,,,
2022-05-10,27815ANGIO,Registro borrado,,,,
2022-05-10,55195ANGIO,Registro borrado,,,,
2022-05-10,56508ANGIO,Registro borrado,,,,
2022-05-10,14049ANGIO,Registro borrado,,,,
2022-05-10,31009ANGIO,Registro borrado,,,,
2022-05-10,19533GIMNO,Registro borrado,,,,
2022-05-10,34986ANGIO,Registro borrado,,,,
2022-05-10,26127ANGIO,Registro borrado,,,,
2022-05-10,20720ANGIO,Registro borrado,,,,
2022-05-10,33774ANGIO,Registro borrado,,,,
2022-05-10,34978ANGIO,Registro borrado,,,,
2022-05-10,53244ANGIO,Registro borrado,,,,
2022-05-10,27884ANGIO,Registro borrado,,,,
2022-05-10,55291ANGIO,Registro borrado,,,,
2022-05-10,36359ANGIO,Registro borrado,,,,
2022-05-10,55424ANGIO,Registro borrado,,,,
2022-05-10,35907ANGIO,Registro borrado,,,,
2022-05-10,14219ANGIO,Registro borrado,,,,
2022-05-10,55857ANGIO,Registro borrado,,,,
2022-05-10,52047ANGIO,Registro borrado,,,,
2022-05-10,57704ANGIO,Registro borrado,,,,
2022-05-10,20706ANGIO,Registro borrado,,,,
2022-05-10,57308ANGIO,Registro borrado,,,,
2022-05-10,14304ANGIO,Registro borrado,,,,
2022-05-10,54946ANGIO,Registro borrado,,,,
2022-05-10,31012ANGIO,Registro borrado,,,,
2022-05-10,58680ANGIO,Registro borrado,,,,
2022-05-10,33737ANGIO,Registro borrado,,,,
2022-05-10,14092ANGIO,Registro borrado,,,,
2022-05-10,55001ANGIO,Registro borrado,,,,
2022-05-10,30027ANGIO,Registro borrado,,,,
2022-05-10,35031ANGIO,Registro borrado,,,,
2022-05-10,55675ANGIO,Registro borrado,,,,
2022-05-10,19409GIMNO,Registro borrado,,,,
2022-05-10,36645ANGIO,Registro borrado,,,,
2022-05-10,14244ANGIO,Registro borrado,,,,
2022-05-10,55051ANGIO,Registro borrado,,,,
2022-05-10,55015ANGIO,Registro borrado,,,,
2022-05-10,74784ANGIO,Registro borrado,,,,
2022-05-10,74398ANGIO,Registro borrado,,,,
2022-05-10,30380ANGIO,Registro borrado,,,,
2022-05-10,19384GIMNO,Registro borrado,,,,
2022-05-10,57339ANGIO,Registro borrado,,,,
2022-05-10,74378ANGIO,Registro borrado,,,,
2022-05-10,55168ANGIO,Registro borrado,,,,
2022-05-10,28062ANGIO,Registro borrado,,,,
2022-05-10,74353ANGIO,Registro borrado,,,,
2022-05-10,44557ANGIO,Registro borrado,,,,
2022-05-10,55824ANGIO,Registro borrado,,,,
2022-05-10,12743ANGIO,Registro borrado,,,,
2022-05-10,52052ANGIO,Registro borrado,,,,
2022-05-10,8095ANGIO,Registro borrado,,,,
2022-05-10,55791ANGIO,Registro borrado,,,,
2022-05-10,27888ANGIO,Registro borrado,,,,
2022-05-10,56456ANGIO,Registro borrado,,,,
2022-05-10,31709ANGIO,Registro borrado,,,,
2022-05-10,74356ANGIO,Registro borrado,,,,
2022-05-10,54871ANGIO,Registro borrado,,,,
2022-05-10,54877ANGIO,Registro borrado,,,,
2022-05-10,13754ANGIO,Registro borrado,,,,
2022-05-10,57319ANGIO,Registro borrado,,,,
2022-05-10,19350GIMNO,Registro borrado,,,,
2022-05-10,34591ANGIO,Registro borrado,,,,
2022-05-10,19331GIMNO,Registro borrado,,,,
2022-05-10,55720ANGIO,Registro borrado,,,,
2022-05-10,50793ANGIO,Registro borrado,,,,
2022-05-10,50241ANGIO,Registro borrado,,,,
2022-05-10,52558ANGIO,Registro borrado,,,,
2022-05-10,35877ANGIO,Registro borrado,,,,
2022-05-10,54998ANGIO,Registro borrado,,,,
2022-05-10,49053ANGIO,Registro borrado,,,,
2022-05-10,74326ANGIO,Registro borrado,,,,
2022-05-10,32452ANGIO,Registro borrado,,,,
2022-05-10,27771ANGIO,Registro borrado,,,,
2022-05-10,28593ANGIO,Registro borrado,,,,
2022-05-10,28784ANGIO,Registro borrado,,,,
2022-05-10,46372ANGIO,Registro borrado,,,,
2022-05-10,14190ANGIO,Registro borrado,,,,
2022-05-10,32489ANGIO,Registro borrado,,,,
2022-05-10,27774ANGIO,Registro borrado,,,,
2022-05-10,34984ANGIO,Registro borrado,,,,
2022-05-10,9287ANGIO,Registro borrado,,,,
2022-05-10,56455ANGIO,Registro borrado,,,,
2022-05-10,20719ANGIO,Registro borrado,,,,
2022-05-10,55534ANGIO,Registro borrado,,,,
2022-05-10,32487ANGIO,Registro borrado,,,,
2022-05-10,27813ANGIO,Registro borrado,,,,
2022-05-10,55071ANGIO,Registro borrado,,,,
2022-05-10,27398ANGIO,Registro borrado,,,,
2022-05-10,13801ANGIO,Registro borrado,,,,
2022-05-10,55647ANGIO,Registro borrado,,,,
2022-05-10,57331ANGIO,Registro borrado,,,,
2022-05-10,54742ANGIO,Registro borrado,,,,
2022-05-10,27840ANGIO,Registro borrado,,,,
2022-05-10,55215ANGIO,Registro borrado,,,,
2022-05-10,27790ANGIO,Registro borrado,,,,
2022-05-10,55880ANGIO,Registro borrado,,,,
2022-05-10,9004ANGIO,Registro borrado,,,,
2022-05-10,27788ANGIO,Registro borrado,,,,
2022-05-10,55821ANGIO,Registro borrado,,,,
2022-05-10,36366ANGIO,Registro borrado,,,,
2022-05-10,55342ANGIO,Registro borrado,,,,
2022-05-10,55579ANGIO,Registro borrado,,,,
2022-05-10,35988ANGIO,Registro borrado,,,,
2022-05-10,55469ANGIO,Registro borrado,,,,
2022-05-10,55429ANGIO,Registro borrado,,,,
2022-05-10,56507ANGIO,Registro borrado,,,,
2022-05-10,54738ANGIO,Registro borrado,,,,
2022-05-10,74442ANGIO,Registro borrado,,,,
2022-05-10,14126ANGIO,Registro borrado,,,,
2022-05-10,30864ANGIO,Registro borrado,,,,
2022-05-10,74386ANGIO,Registro borrado,,,,
2022-05-10,57301ANGIO,Registro borrado,,,,
2022-05-10,55876ANGIO,Registro borrado,,,,
2022-05-10,27778ANGIO,Registro borrado,,,,
2022-05-10,55285ANGIO,Registro borrado,,,,
2022-05-10,13791ANGIO,Registro borrado,,,,
2022-05-10,54834ANGIO,Registro borrado,,,,
2022-05-10,36613ANGIO,Registro borrado,,,,
2022-05-10,8606ANGIO,Registro borrado,,,,
2022-05-10,35160ANGIO,Registro borrado,,,,
2022-05-10,56772ANGIO,Registro borrado,,,,
2022-05-10,26872ANGIO,Registro borrado,,,,
2022-05-10,56499ANGIO,Registro borrado,,,,
2022-05-10,74761ANGIO,Registro borrado,,,,
2022-05-10,34976ANGIO,Registro borrado,,,,
2022-05-10,74788ANGIO,Registro borrado,,,,
2022-05-10,56502ANGIO,Registro borrado,,,,
2022-05-10,27895ANGIO,Registro borrado,,,,
2022-05-10,55378ANGIO,Registro borrado,,,,
2022-05-10,13824ANGIO,Registro borrado,,,,
2022-05-10,13814ANGIO,Registro borrado,,,,
2022-05-10,13109ANGIO,Registro borrado,,,,
2022-05-10,20750ANGIO,Registro borrado,,,,
2022-05-10,56533ANGIO,Registro borrado,,,,
2022-05-10,10404ANGIO,Registro borrado,,,,
2022-05-10,74388ANGIO,Registro borrado,,,,
2022-05-10,18159ANGIO,Registro borrado,,,,
2022-05-10,34562ANGIO,Registro borrado,,,,
2022-05-10,26027ANGIO,Registro borrado,,,,
2022-05-10,57313ANGIO,Registro borrado,,,,
2022-05-10,55028ANGIO,Registro borrado,,,,
2022-05-10,27845ANGIO,Registro borrado,,,,
2022-05-10,20735ANGIO,Registro borrado,,,,
2022-05-10,33766ANGIO,Registro borrado,,,,
2022-05-10,33763ANGIO,Registro borrado,,,,
2022-05-10,35912ANGIO,Registro borrado,,,,
2022-05-10,29293ANGIO,Registro borrado,,,,
2022-05-10,28078ANGIO,Registro borrado,,,,
2022-05-10,27793ANGIO,Registro borrado,,,,
2022-05-10,55463ANGIO,Registro borrado,,,,
2022-05-10,29323ANGIO,Registro borrado,,,,
2022-05-10,54781ANGIO,Registro borrado,,,,
2022-05-10,55340ANGIO,Registro borrado,,,,
2022-05-10,30026ANGIO,Registro borrado,,,,
2022-05-10,55218ANGIO,Registro borrado,,,,
2022-05-10,34625ANGIO,Registro borrado,,,,
2022-05-10,56431ANGIO,Registro borrado,,,,
2022-05-10,27806ANGIO,Registro borrado,,,,
2022-05-10,19535GIMNO,Registro borrado,,,,
2022-05-10,55822ANGIO,Registro borrado,,,,
2022-05-10,30377ANGIO,Registro borrado,,,,
2022-05-10,55540ANGIO,Registro borrado,,,,
2022-05-10,34718ANGIO,Registro borrado,,,,
2022-05-10,13201ANGIO,Registro borrado,,,,
2022-05-10,27870ANGIO,Registro borrado,,,,
2022-05-10,57155ANGIO,Registro borrado,,,,
